"","Cowid","Time","Status","Herd","Ureum","Protein","Parity","Heifer"
"607",607,76,1,10,3.01,2.99,4,0
"608",608,54,1,10,2.03,2.69,3,0
"609",609,46,1,10,1.57,3.11,3,1
"610",610,46,1,10,2.25,3.03,3,0
"611",611,31,1,10,2.77,3.14,4,0
"612",612,26,1,10,2.76,3.34,3,1
"613",613,65,1,10,3.71,3.03,4,0
"614",614,181,1,10,2.46,4.11,3,1
"615",615,134,1,10,2.85,3.28,5,0
"616",616,144,1,10,3.07,3.41,4,0
"617",617,124,1,10,2.57,3.08,3,0
"618",618,47,1,10,1.97,2.97,3,0
"619",619,92,1,10,2.62,3.02,3,1
"620",620,151,1,10,2.73,3.64,2,1
"621",621,62,1,10,2.29,3.36,2,1
"622",622,71,1,10,2.97,3.23,2,0
"623",623,210,1,10,2.78,3.66,2,1
"624",624,67,1,10,2.35,3.06,3,0
"625",625,170,1,10,3.65,3.15,3,0
"626",626,58,1,10,3.08,3.09,2,1
"627",627,139,1,10,3.04,3.55,2,1
"628",628,73,1,10,2.7,3.54,2,1
"629",629,88,1,10,2.6,3.69,3,0
"630",630,32,1,10,3.44,3.24,2,0
"631",631,113,1,10,3.19,3.4,3,0
"632",632,41,1,10,3.14,3.42,2,0
"633",633,322,0,10,2.31,3.25,3,1
"634",634,193,1,10,2.83,3.39,2,1
"635",635,70,1,10,2.86,3.25,2,1
"636",636,66,1,10,3.26,2.73,2,1
"637",637,76,1,10,2.58,3.23,1,0
"638",638,264,1,10,1.99,2.66,1,0
"639",639,161,1,10,2.79,3.67,2,0
"640",640,140,1,10,2.84,3.52,2,0
"641",641,8,1,10,2.36,3.48,2,0
"642",642,78,1,10,2.42,3.55,1,0
"643",643,256,1,10,1.99,3.32,1,0
"644",644,86,1,10,3.08,3.52,1,0
"645",645,36,1,10,2.35,3.12,2,0
"646",646,157,1,10,2.45,3.41,2,0
"647",647,64,1,10,2.48,3.17,1,0
"648",648,207,1,10,2.75,3.53,1,1
"649",649,75,1,10,3.05,3.3,2,1
"650",650,77,1,10,2.98,3.05,1,1
"651",651,97,1,10,3.08,3.21,1,0
"652",652,72,1,10,2.49,3.41,1,0
"653",653,51,1,10,2.95,3.08,2,1
"654",654,14,1,10,2.78,2.93,1,0
"655",655,136,1,10,2.41,3.14,1,1
"656",656,52,1,10,3.06,3.11,1,1
"657",657,28,1,10,2.21,3.24,1,1
"658",658,128,1,10,2.09,3.3,1,1
"659",659,54,1,10,2.15,3.21,1,0
"660",660,229,1,10,1.92,3.08,1,1
"661",661,96,1,10,2.66,3.27,1,1
"662",662,97,1,10,2.31,3.35,1,0
"663",663,71,1,10,1.84,3.16,1,0
"664",664,43,1,10,2.28,3.86,1,0
"665",665,43,1,10,2.56,2.97,1,1
"666",666,198,1,11,2.1,2.81,14,0
"667",667,162,1,11,2.51,2.76,7,0
"668",668,73,1,11,3.1,3.64,5,1
"669",669,46,1,11,2.61,3.34,7,0
"670",670,229,1,11,2.65,3.53,5,1
"671",671,103,1,11,1.87,3.25,6,1
"672",672,91,1,11,0.7,4.39,5,1
"673",673,60,1,11,2.87,3.73,4,0
"674",674,279,1,11,2.67,3.75,5,1
"675",675,232,1,11,2.31,2.81,4,0
"676",676,88,1,11,2.13,2.96,5,0
"677",677,98,1,11,1.07,3.43,5,0
"678",678,150,1,11,2.92,3.08,4,0
"679",679,153,1,11,2.94,2.72,4,0
"680",680,137,1,11,3.13,3.38,4,1
"681",681,301,0,11,2.2,3.48,4,0
"682",682,23,1,11,2.53,3.21,5,0
"683",683,90,1,11,2.11,3.08,3,0
"684",684,18,1,11,2.81,3.41,5,1
"685",685,119,1,11,4.45,3.36,3,1
"686",686,88,1,11,2.77,4.13,5,1
"687",687,216,1,11,4.57,3.46,3,0
"688",688,176,1,11,1.35,3.3,4,0
"689",689,144,1,11,2.06,3.47,3,1
"690",690,153,1,11,1.76,3.28,3,0
"691",691,190,1,11,4.33,3.28,3,0
"692",692,175,1,11,4.33,3.28,3,0
"693",693,35,1,11,3.59,3.81,3,0
"694",694,45,1,11,2.92,3.28,4,0
"695",695,73,1,11,2.24,3.56,3,1
"696",696,67,1,11,1.44,3.04,2,1
"697",697,274,1,11,2.5,3.72,3,0
"698",698,40,1,11,3.33,2.89,3,0
"699",699,304,0,11,1.71,3.31,2,1
"700",700,298,0,11,2.11,3.11,2,0
"701",701,19,1,11,2.55,3.26,2,1
"702",702,69,1,11,4.88,3.17,2,1
"703",703,3,1,11,2.91,3.79,5,0
"704",704,148,1,11,2.25,3.17,3,1
"705",705,159,1,11,1.85,2.94,2,1
"706",706,153,1,11,2.07,3.83,3,0
"707",707,145,1,11,1.59,3.39,2,1
"708",708,316,0,11,3.01,3.14,3,1
"709",709,110,1,11,3.38,3.22,1,0
"710",710,141,1,11,3.29,3.65,1,0
"711",711,106,1,11,2.11,3.23,1,0
"712",712,74,1,11,3.05,3.09,2,0
"713",713,296,0,11,2.76,3.34,1,0
"714",714,241,1,11,2.52,3.36,1,1
"715",715,89,1,11,2.55,4.35,1,1
"716",716,151,1,11,1.38,3.72,2,0
"717",717,54,1,11,2.85,2.99,1,1
"718",718,215,1,11,1.73,3.22,1,0
"719",719,204,1,11,2.33,2.95,1,0
"720",720,66,1,11,1.91,2.99,1,0
"721",721,237,1,11,2.1,3.78,2,0
"722",722,129,1,11,1.76,3.22,1,0
"723",723,153,1,11,3.64,3.7,2,1
"724",724,150,1,11,3.1,3.16,1,0
"725",725,47,1,11,1.65,3.09,2,0
"726",726,68,1,11,3.12,3.61,2,0
"727",727,297,0,11,1.65,2.67,1,1
"728",728,81,1,11,1.88,2.95,1,0
"729",729,31,1,11,2.52,3.72,2,1
"730",730,159,1,11,2.34,3.78,1,1
"731",731,157,1,11,2.12,3.16,1,0
"732",732,120,1,11,2.64,2.73,1,0
"733",733,173,1,11,1.72,3.15,1,0
"734",734,142,1,11,1.56,3.25,1,1
"735",735,26,1,11,2.27,3.12,1,0
"736",736,118,1,11,2.55,2.79,1,0
"737",737,57,1,11,2.04,3.05,1,0
"738",738,102,1,11,1.52,3.15,1,0
"739",739,9,1,12,1.96,3.35,5,1
"740",740,115,1,12,2.73,3.42,8,1
"741",741,91,1,12,2.29,2.85,5,1
"742",742,65,1,12,1.17,3.52,6,1
"743",743,35,1,12,4.26,3.62,5,0
"744",744,119,1,12,2.71,3.62,5,1
"745",745,42,1,12,2.66,2.78,7,0
"746",746,178,1,12,3.05,2.81,4,1
"747",747,28,1,12,2.58,3.54,4,0
"748",748,37,1,12,3.21,2.59,4,0
"749",749,44,1,12,2.12,3.17,6,1
"750",750,36,1,12,2.93,3.84,4,0
"751",751,194,1,12,1.96,3.18,4,0
"752",752,36,1,12,2.16,2.81,5,0
"753",753,118,1,12,5.93,3.01,4,0
"754",754,182,1,12,1.35,3.23,5,1
"755",755,8,1,12,2.37,2.89,3,0
"756",756,133,1,12,3,2.99,4,0
"757",757,80,1,12,3.03,3.15,3,0
"758",758,13,1,12,3.27,2.89,2,1
"759",759,52,1,12,2.38,2.88,4,1
"760",760,59,1,12,2.73,2.84,4,0
"761",761,64,1,12,4.27,3.97,3,0
"762",762,161,1,12,3.25,3.63,6,0
"763",763,57,1,12,3.53,2.68,6,0
"764",764,118,1,12,2.04,3.01,6,0
"765",765,88,1,12,2.15,3.04,5,1
"766",766,190,1,12,2.14,3.22,3,1
"767",767,93,1,12,2.02,3.9,4,0
"768",768,14,1,12,1.59,3.18,4,0
"769",769,39,1,12,2.58,3.27,4,0
"770",770,73,1,12,2.36,3.63,4,1
"771",771,182,1,12,2.68,3.01,4,0
"772",772,131,1,12,2.59,3.62,4,1
"773",773,30,1,12,2.28,3.24,2,0
"774",774,109,1,12,2.01,3.24,4,0
"775",775,141,1,12,1.76,3.1,3,0
"776",776,94,1,12,1.36,3.48,5,1
"777",777,60,1,12,2.54,3.1,5,0
"778",778,35,1,12,2.88,3.11,7,0
"779",779,32,1,12,0.7,3.05,5,0
"780",780,57,1,12,2.56,3.29,4,1
"781",781,90,1,12,2.52,3.62,4,1
"782",782,175,1,12,2,3.08,3,0
"783",783,140,1,12,6.8,2.28,1,1
"784",784,55,1,12,3.82,2.8,1,0
"785",785,47,1,12,2.77,2.84,2,0
"786",786,94,1,12,2.46,4.02,1,0
"787",787,133,1,12,2.37,3.13,1,0
"788",788,90,1,12,2.28,4.22,1,0
"789",789,97,1,12,2.27,2.58,4,1
"790",790,12,1,13,2.18,3.21,5,0
"791",791,52,1,13,3.12,3.16,6,1
"792",792,224,1,13,2.98,3.48,5,0
"793",793,237,1,13,1.52,3.29,4,1
"794",794,259,1,13,2.95,3.59,4,0
"795",795,84,1,13,1.18,3.51,3,0
"796",796,33,1,13,0.99,3.48,3,1
"797",797,52,1,13,2.19,3.35,4,0
"798",798,67,1,13,3,3.43,2,1
"799",799,178,1,13,3.66,3.29,3,0
"800",800,32,1,13,3,3.2,3,1
"801",801,157,1,13,1.88,3.37,4,0
"802",802,170,1,13,2.95,3.25,3,1
"803",803,157,1,13,4.18,3.19,3,0
"804",804,51,1,13,1.33,3.75,4,1
"805",805,21,1,13,1.7,3.44,4,1
"806",806,95,1,13,2.07,3.45,5,1
"807",807,42,1,13,1.84,3.3,4,1
"808",808,127,1,13,2.12,3.18,4,0
"809",809,71,1,13,1.9,3.45,2,0
"810",810,66,1,13,2.65,4.2,3,0
"811",811,130,1,13,2.55,2.84,2,1
"812",812,29,1,13,2.8,3.39,3,0
"813",813,90,1,13,2.43,4.02,2,0
"814",814,133,1,13,1.95,3.26,2,1
"815",815,91,1,13,3.12,2.74,3,0
"816",816,164,1,13,2.3,3.48,3,0
"817",817,94,1,13,2.15,3.36,2,0
"818",818,173,1,13,2.27,3.36,3,1
"819",819,209,1,13,2.09,3.65,2,0
"820",820,259,1,13,3.47,3.9,2,0
"821",821,326,0,13,3.28,3.59,2,0
"822",822,42,1,13,2.25,3.77,3,1
"823",823,33,1,13,3.89,2.91,2,1
"824",824,159,1,13,0.75,3.28,1,1
"825",825,312,0,13,1.94,3.47,1,1
"826",826,62,1,13,4.35,3.49,2,1
"827",827,136,1,13,1.53,3.7,1,0
"828",828,202,1,13,2.22,3.39,2,0
"829",829,182,1,13,1.51,3.06,1,0
"830",830,78,1,13,1.62,3.09,2,0
"831",831,76,1,13,2.08,3.58,2,0
"832",832,116,1,13,2.57,3.52,1,0
"833",833,128,1,13,1.3,4.02,1,0
"834",834,233,1,13,0.7,4.22,1,0
"835",835,45,1,13,1.32,3.65,2,0
"836",836,147,1,13,1.49,3.44,1,1
"837",837,165,1,13,2.21,3.1,2,1
"838",838,148,1,13,2.39,3.25,1,0
"839",839,35,1,13,2.58,3.77,1,1
"840",840,61,1,13,2.74,3.15,2,1
"841",841,164,1,13,2.41,3.35,2,0
"842",842,139,1,13,0.92,3.82,1,1
"843",843,39,1,13,2.63,3.17,1,1
"844",844,98,1,13,2.27,4.02,2,1
"845",845,49,1,13,2.18,3.99,1,0
"846",846,288,1,13,2.54,3.44,2,1
"847",847,119,1,13,1.98,3.76,1,0
"848",848,43,1,13,2.34,3.48,1,1
"849",849,86,1,13,3.01,3.5,2,0
"850",850,87,1,13,2.71,3.71,2,1
"851",851,88,1,13,2.4,3.6,1,1
"852",852,108,1,13,2.56,3.7,1,0
"853",853,58,1,13,2.79,3.01,1,1
"854",854,213,1,13,2.79,3.19,1,0
"855",855,112,1,13,1.84,3.23,1,0
"856",856,232,1,13,3.13,3.04,1,0
"857",857,145,1,13,1.28,3.7,1,0
"858",858,103,1,13,2.02,3.14,1,0
"859",859,77,1,13,2.98,2.95,1,0
"860",860,29,1,13,2.59,3.1,1,0
"861",861,110,1,13,2.12,3.74,1,0
"862",862,78,1,13,1.52,3.27,1,1
"863",863,82,1,13,1.77,3.28,1,0
"864",864,49,1,13,1.22,3.14,1,0
"865",865,25,1,13,1.45,3.26,1,1
"866",866,92,1,14,2.29,2.67,7,0
"867",867,121,1,14,1.23,3.13,6,0
"868",868,208,1,14,1.66,3.3,5,0
"869",869,98,1,14,2.55,3.44,5,1
"870",870,37,1,14,1.96,2.94,4,0
"871",871,185,1,14,2.41,2.99,4,1
"872",872,88,1,14,2.76,3.3,5,1
"873",873,89,1,14,2.91,2.83,4,0
"874",874,18,1,14,3.89,3.44,3,1
"875",875,115,1,14,2.87,3.47,3,1
"876",876,91,1,14,2.74,3.09,3,0
"877",877,215,1,14,2.11,3.26,4,1
"878",878,94,1,14,3.62,3.51,3,0
"879",879,104,1,14,2.56,3.38,2,1
"880",880,46,1,14,2.21,3.53,2,0
"881",881,23,1,14,3.34,3.37,3,0
"882",882,88,1,14,2.82,2.74,1,1
"883",883,68,1,14,3.09,3.19,2,0
"884",884,42,1,14,2.41,4.28,3,0
"885",885,199,1,14,2.43,3.41,2,0
"886",886,97,1,14,3.72,3.02,3,0
"887",887,166,1,14,2.86,3.31,2,1
"888",888,26,1,14,1.62,3.38,2,0
"889",889,34,1,14,2.52,3.08,3,0
"890",890,37,1,14,2.67,3.8,1,0
"891",891,13,1,14,2.82,3.53,2,0
"892",892,59,1,14,3.42,3.93,1,0
"893",893,173,1,14,2.13,3.71,2,0
"894",894,51,1,14,1.95,3.34,1,1
"895",895,33,1,14,2.16,3.77,2,1
"896",896,108,1,14,3.26,2.84,1,1
"897",897,37,1,14,3.54,3.43,1,0
"898",898,83,1,14,4.23,2.92,1,0
"899",899,96,1,14,4,3.08,1,1
"900",900,192,1,14,3.54,3.1,2,0
"901",901,139,1,14,2.37,3.05,1,1
"902",902,62,1,14,2.35,4.32,2,0
"903",903,104,1,14,2.29,3.19,1,0
"904",904,89,1,14,1.94,3.4,1,1
"905",905,134,1,14,1.83,3.89,2,1
"906",906,74,1,14,2.38,3.64,2,0
"907",907,164,1,14,3.37,3.06,1,0
"908",908,68,1,14,2.81,3.24,1,0
"909",909,81,1,14,2.46,3.26,2,1
"910",910,153,1,14,3.06,2.94,1,0
"911",911,186,1,14,3.13,3.07,1,1
"912",912,21,1,14,1.68,3.3,1,1
"913",913,60,1,14,3.33,3.34,1,1
"914",914,146,1,14,3.18,3.01,1,0
"915",915,145,1,14,3.81,2.87,1,0
"916",916,80,1,14,2.68,3.16,1,0
"917",917,55,1,14,2.17,3.87,1,0
"918",918,48,1,14,2.8,3.43,1,0
"919",919,178,1,14,2.18,3.62,1,0
"920",920,198,1,14,2.75,3.03,1,0
"921",921,136,1,14,2.49,3.27,1,0
"922",922,128,1,15,3.18,3.18,7,1
"923",923,38,1,15,2.29,2.78,5,0
"924",924,42,1,15,3.01,2.88,4,0
"925",925,85,1,15,2.77,2.81,4,0
"926",926,104,1,15,2.12,3.5,4,1
"927",927,286,1,15,3.31,3.2,3,0
"928",928,153,1,15,2.71,3.27,4,0
"929",929,52,1,15,3.06,2.96,3,0
"930",930,53,1,15,1.72,3.34,4,0
"931",931,69,1,15,2.78,2.93,3,1
"932",932,191,1,15,3.83,3.5,3,1
"933",933,30,1,15,3.01,2.55,3,0
"934",934,75,1,15,2.2,3.06,3,0
"935",935,131,1,15,2.85,3.08,2,1
"936",936,33,1,15,3.21,3.4,2,0
"937",937,122,1,15,1.99,3.92,3,0
"938",938,43,1,15,3.16,3.23,2,0
"939",939,114,1,15,2.86,3.52,3,1
"940",940,126,1,15,3.5,2.89,2,0
"941",941,82,1,15,1.78,3.91,3,0
"942",942,134,1,15,2.95,3.12,3,0
"943",943,144,1,15,4.35,3.04,2,0
"944",944,69,1,15,2.56,3.05,3,0
"945",945,52,1,15,3.42,2.91,2,0
"946",946,97,1,15,2.52,2.91,3,0
"947",947,30,1,15,2.39,3.29,2,0
"948",948,84,1,15,2.72,3.58,2,1
"949",949,53,1,15,2.62,3.41,2,1
"950",950,93,1,15,2.8,3.05,3,0
"951",951,99,1,15,2.72,2.86,2,0
"952",952,64,1,15,3.63,3.19,2,0
"953",953,305,0,15,4.07,2.95,2,0
"954",954,222,1,15,3.36,3.23,3,0
"955",955,16,1,15,3.46,2.82,1,0
"956",956,199,1,15,2.28,3.13,2,1
"957",957,14,1,15,1.84,3.04,1,1
"958",958,97,1,15,1.37,3.19,2,0
"959",959,110,1,15,1.38,3.02,1,1
"960",960,203,1,15,2.5,2.89,1,1
"961",961,14,1,15,2.88,3.1,2,1
"962",962,128,1,15,2.4,2.97,1,1
"963",963,124,1,15,3.01,2.89,1,1
"964",964,164,1,15,2.36,2.78,2,0
"965",965,140,1,15,3.13,3.21,2,1
"966",966,86,1,15,4.49,2.82,1,1
"967",967,16,1,15,2.42,3.01,1,0
"968",968,87,1,15,2.19,3.03,2,0
"969",969,132,1,15,2.97,2.97,1,1
"970",970,147,1,15,2.5,3.06,2,1
"971",971,102,1,15,2.35,3.16,1,0
"972",972,305,1,15,2.91,3.04,2,1
"973",973,131,1,15,2.39,3.24,2,0
"974",974,25,1,15,3.18,3.56,1,1
"975",975,204,1,16,1.96,3.53,6,1
"976",976,283,1,16,1.67,3.32,6,0
"977",977,76,1,16,3.14,3.44,5,1
"978",978,313,0,16,3.38,3.15,7,1
"979",979,154,1,16,2.5,3.58,4,1
"980",980,306,0,16,2.98,3.01,5,1
"981",981,242,1,16,0.89,3.39,5,0
"982",982,324,0,16,2.31,3.39,5,1
"983",983,117,1,16,2.05,2.62,5,1
"984",984,87,1,16,1.93,4.08,5,1
"985",985,312,0,16,3.01,2.85,3,0
"986",986,239,1,16,1.91,3.99,4,0
"987",987,93,1,16,1.91,3.73,5,1
"988",988,69,1,16,2.53,3.1,3,0
"989",989,122,1,16,2,3.3,4,1
"990",990,242,1,16,2.46,2.94,3,0
"991",991,184,1,16,1.43,4.54,3,0
"992",992,193,1,16,2.51,3.99,3,0
"993",993,200,1,16,2.18,3.85,4,0
"994",994,323,0,16,1.73,3.53,3,0
"995",995,200,1,16,2.65,3.24,3,0
"996",996,36,1,16,2.11,3.35,3,0
"997",997,239,1,16,2.58,3.34,2,0
"998",998,328,0,16,3.52,3.25,2,1
"999",999,120,1,16,2.92,3.28,1,0
"1000",1000,168,1,16,2.6,3.33,1,1
"1001",1001,147,1,16,3.18,3.19,1,0
"1002",1002,251,1,16,2.71,3.8,2,0
"1003",1003,185,1,16,3.38,3.5,3,0
"1004",1004,118,1,16,2.71,3.23,2,0
"1005",1005,283,1,16,2.09,3.87,2,0
"1006",1006,312,0,16,2.82,2.6,2,0
"1007",1007,69,1,16,2.36,3.32,1,0
"1008",1008,260,1,16,2.11,3.17,1,1
"1009",1009,107,1,16,2.36,3.69,1,0
"1010",1010,78,1,16,1.76,4.08,1,1
"1011",1011,308,0,16,1.89,3.13,1,0
"1012",1012,232,1,16,0.7,3.53,1,1
"1013",1013,302,1,16,1.57,3.16,1,1
"1014",1014,133,1,16,2.52,3.34,1,0
"1015",1015,43,1,16,1.23,3.38,1,0
"1016",1016,314,0,16,1.46,3.4,1,1
"1017",1017,140,1,16,2.44,3.66,1,0
"1018",1018,141,1,16,1.66,3.34,1,1
"1019",1019,326,0,16,2.37,2.96,2,0
"1020",1020,220,1,16,3.77,3.62,2,0
"1021",1021,181,1,16,2.73,3.27,1,0
"1022",1022,111,1,16,2.09,3.97,1,0
"1023",1023,115,1,16,2.71,3.08,1,0
"1024",1024,29,1,16,2.39,2.97,1,0
"1025",1025,181,1,16,2.13,3.34,1,0
"1026",1026,14,1,16,2.3,3.09,1,0
"1027",1027,152,1,16,1.95,3.57,1,0
"1028",1028,80,1,17,2.44,3.21,7,0
"1029",1029,60,1,17,2.94,3.08,5,0
"1030",1030,70,1,17,2.57,3.13,5,0
"1031",1031,155,1,17,3.42,3.13,6,1
"1032",1032,181,1,17,2.29,2.97,5,0
"1033",1033,44,1,17,2.86,3.7,5,1
"1034",1034,26,1,17,3.46,3.23,4,1
"1035",1035,12,1,17,2.42,3.44,4,0
"1036",1036,63,1,17,3.41,3.67,5,0
"1037",1037,55,1,17,3.06,3.3,4,0
"1038",1038,5,1,17,3.74,3.61,5,1
"1039",1039,55,1,17,3.17,3.29,4,1
"1040",1040,53,1,17,2.65,3.2,5,0
"1041",1041,58,1,17,3.3,2.91,4,0
"1042",1042,132,1,17,2.25,3.25,4,1
"1043",1043,86,1,17,2.92,3.15,4,0
"1044",1044,6,1,17,3.04,3.15,3,0
"1045",1045,7,1,17,3.43,2.79,4,0
"1046",1046,187,1,17,2.69,3.26,3,0
"1047",1047,65,1,17,2.03,3.76,4,1
"1048",1048,149,1,17,3.11,3.56,3,1
"1049",1049,94,1,17,3.33,3.8,4,1
"1050",1050,183,1,17,1.72,3.23,3,0
"1051",1051,90,1,17,2.98,3.11,3,0
"1052",1052,79,1,17,2.88,3.29,4,0
"1053",1053,96,1,17,3.12,3.46,4,0
"1054",1054,145,1,17,4.3,4.17,3,0
"1055",1055,144,1,17,2.33,3.24,4,1
"1056",1056,102,1,17,2.01,3.08,3,0
"1057",1057,53,1,17,3.43,3.08,3,0
"1058",1058,14,1,17,3.23,2.8,3,0
"1059",1059,147,1,17,3.01,3,2,0
"1060",1060,94,1,17,2.93,3,2,0
"1061",1061,111,1,17,3.66,3.15,3,0
"1062",1062,29,1,17,3.83,3.26,2,0
"1063",1063,45,1,17,3.36,2.99,3,0
"1064",1064,101,1,17,3.28,3.08,2,0
"1065",1065,20,1,17,3.05,3.08,3,0
"1066",1066,117,1,17,1.81,3.02,2,0
"1067",1067,58,1,17,2.75,3.64,3,0
"1068",1068,107,1,17,3.06,3.32,3,0
"1069",1069,39,1,17,4.06,3.01,2,0
"1070",1070,161,1,17,3.12,3.26,3,1
"1071",1071,108,1,17,2.1,3.09,2,1
"1072",1072,98,1,17,3.45,2.91,3,0
"1073",1073,99,1,17,2.98,2.98,2,0
"1074",1074,30,1,17,2.66,3.03,2,0
"1075",1075,248,1,17,3.92,3.43,2,0
"1076",1076,15,1,17,2.24,3.4,2,0
"1077",1077,53,1,17,2.47,3.29,3,0
"1078",1078,89,1,17,3.4,3.96,3,0
"1079",1079,32,1,17,2.5,3.35,2,0
"1080",1080,48,1,17,3.36,2.89,2,0
"1081",1081,127,1,17,2.23,3.59,2,0
"1082",1082,12,1,17,2.82,3.22,2,0
"1083",1083,17,1,17,3.79,3.36,3,0
"1084",1084,3,1,17,4.5,3.8,2,0
"1085",1085,20,1,17,2.57,4.08,3,0
"1086",1086,182,1,17,1.8,2.91,1,0
"1087",1087,106,1,17,1.93,3.24,1,1
"1088",1088,32,1,17,1.52,3.33,1,0
"1089",1089,102,1,17,2.58,3.55,2,1
"1090",1090,202,1,17,3.63,2.93,2,1
"1091",1091,120,1,17,1.58,2.87,1,1
"1092",1092,101,1,17,3.35,2.83,2,1
"1093",1093,19,1,17,0.7,3.61,1,1
"1094",1094,35,1,17,1.23,3.69,1,0
"1095",1095,128,1,17,3.53,2.91,2,0
"1096",1096,15,1,17,0.7,3.42,1,0
"1097",1097,215,1,17,3.09,3.14,2,1
"1098",1098,27,1,17,2.43,2.97,1,0
"1099",1099,118,1,17,2.54,2.66,1,1
"1100",1100,108,1,17,1.4,3.03,1,1
"1101",1101,175,1,17,2.92,3.01,1,1
"1102",1102,39,1,17,2.92,3.01,1,0
"1103",1103,187,1,17,2.54,3.07,2,0
"1104",1104,41,1,17,1.33,3.08,1,0
"1105",1105,96,1,17,2.95,2.96,2,0
"1106",1106,125,1,17,3.04,2.75,1,1
"1107",1107,55,1,17,1.56,3.3,1,0
"1108",1108,95,1,17,0.97,3.43,1,1
"1109",1109,215,1,17,3.03,2.81,2,1
"1110",1110,112,1,17,0.7,3.17,1,1
"1111",1111,201,1,17,2.96,3.32,2,1
"1112",1112,19,1,17,3.13,3.41,2,0
"1113",1113,103,1,17,2.52,3.13,1,1
"1114",1114,151,1,17,3.9,3.07,1,0
"1115",1115,41,1,17,2.51,3.07,1,0
"1116",1116,26,1,17,3.15,2.69,1,1
"1117",1117,54,1,17,3.64,3.72,1,1
"1118",1118,68,1,17,3.39,2.53,1,1
"1119",1119,151,1,17,3.89,3.02,1,0
"1120",1120,109,1,17,3.22,3.43,1,0
"1121",1121,113,1,17,2.8,3.02,1,1
"1122",1122,100,1,17,2.88,2.79,1,0
"1123",1123,51,1,17,2.19,2.96,1,0
"1124",1124,79,1,17,2.12,3.05,1,1
"1125",1125,111,1,17,3.07,3.14,1,1
"1126",1126,100,1,17,2.69,2.92,1,0
"1127",1127,72,1,17,2.86,2.76,1,1
"1128",1128,50,1,17,4.17,3,1,0
"1129",1129,224,1,17,2.66,3.29,1,1
"1130",1130,169,1,17,2.14,3.1,1,0
"1131",1131,60,1,17,2.73,3.15,1,1
"1132",1132,97,1,17,2.08,3.33,1,0
"1133",1133,115,1,17,2.44,2.7,1,1
"1134",1134,36,1,17,3.47,2.94,1,1
"1135",1135,30,1,17,2.15,3.06,1,1
"1136",1136,86,1,17,2.51,2.76,1,0
"1137",1137,43,1,17,2.52,3.04,8,0
"1138",1138,149,1,18,1.49,3.27,6,1
"1139",1139,274,1,18,1.2,3.66,6,0
"1140",1140,140,1,18,2.46,2.96,6,0
"1141",1141,51,1,18,2.65,3.53,5,0
"1142",1142,319,0,18,2.36,2.83,5,0
"1143",1143,153,1,18,3.04,3.99,6,1
"1144",1144,324,0,18,2.75,2.98,5,1
"1145",1145,32,1,18,1.84,3.27,6,0
"1146",1146,88,1,18,2.38,3.11,4,0
"1147",1147,99,1,18,3.18,3.11,3,0
"1148",1148,258,1,18,1.85,3.06,3,1
"1149",1149,85,1,18,2.49,3.11,3,0
"1150",1150,89,1,18,1.72,3.33,3,1
"1151",1151,125,1,18,2.61,3.12,3,1
"1152",1152,272,1,18,2.45,3.18,3,0
"1153",1153,125,1,18,1.51,3.94,2,1
"1154",1154,143,1,18,2.48,3.04,2,0
"1155",1155,282,1,18,2.59,3.92,3,1
"1156",1156,181,1,18,1.87,3.42,2,1
"1157",1157,212,1,18,3.24,3.56,2,0
"1158",1158,116,1,18,2.61,3.05,3,0
"1159",1159,229,1,18,2.82,3.42,2,1
"1160",1160,302,1,18,1.33,3.68,2,0
"1161",1161,67,1,18,2.73,3.21,3,0
"1162",1162,96,1,18,2.72,3.39,2,1
"1163",1163,44,1,18,3.28,3.61,2,0
"1164",1164,186,1,18,2.52,3.19,2,0
"1165",1165,105,1,18,3.43,3.11,2,0
"1166",1166,307,0,18,1.91,3.73,2,0
"1167",1167,126,1,18,2.8,3.33,2,0
"1168",1168,138,1,18,2.75,3.3,2,0
"1169",1169,245,1,18,1.88,2.96,3,1
"1170",1170,135,1,18,2.46,4.11,3,1
"1171",1171,173,1,18,2.19,3.52,1,0
"1172",1172,102,1,18,2.58,3.34,2,1
"1173",1173,85,1,18,4.06,3.55,1,1
"1174",1174,56,1,18,2.82,3.32,1,1
"1175",1175,242,1,18,2.1,3.24,2,1
"1176",1176,321,0,18,1.66,3.36,1,0
"1177",1177,126,1,18,2.78,3.09,2,1
"1178",1178,41,1,18,1.98,3.37,1,0
"1179",1179,252,1,18,1.92,3.3,1,1
"1180",1180,309,0,18,2.23,3.17,2,0
"1181",1181,78,1,18,1.91,3.16,2,0
"1182",1182,295,1,18,2.81,3,1,1
"1183",1183,151,1,18,2.72,3.22,1,0
"1184",1184,259,1,18,2.58,3.32,2,1
"1185",1185,140,1,18,2.05,3.58,1,1
"1186",1186,235,1,18,2.9,3.88,2,0
"1187",1187,69,1,18,2.53,3.41,1,0
"1188",1188,175,1,18,2.71,3.65,2,0
"1189",1189,274,1,18,2.33,3.41,2,0
"1190",1190,63,1,18,2.46,3.57,1,0
"1191",1191,170,1,18,2.55,4.07,2,1
"1192",1192,66,1,18,2.33,3.46,1,0
"1193",1193,37,1,18,2.54,3.49,2,1
"1194",1194,148,1,18,2.82,3.08,2,0
"1195",1195,132,1,18,3.19,3.56,2,0
"1196",1196,91,1,18,1.97,3.28,1,0
