"","age","sex","year","pop","id"
"47.1972",46,"men",1972,49262.5,47
"149.1972",47,"women",1972,50351.5,149
"48.1972",47,"men",1972,50476,48
"150.1972",48,"women",1972,51278.5,150
"49.1972",48,"men",1972,51481,49
"151.1972",49,"women",1972,52252.5,151
"50.1972",49,"men",1972,52403,50
"152.1972",50,"women",1972,54647,152
"51.1972",50,"men",1972,54564,51
"153.1972",51,"women",1972,58308.5,153
"52.1972",51,"men",1972,58383.5,52
"154.1972",52,"women",1972,54644.5,154
"53.1972",52,"men",1972,54875.5,53
"155.1972",53,"women",1972,49347,155
"54.1972",53,"men",1972,49405.5,54
"156.1972",54,"women",1972,49888,156
"55.1972",54,"men",1972,49532,55
"157.1972",55,"women",1972,49929,157
"56.1972",55,"men",1972,49561.5,56
"158.1972",56,"women",1972,49515.5,158
"57.1972",56,"men",1972,48986.5,57
"159.1972",57,"women",1972,50415.5,159
"58.1972",57,"men",1972,49443.5,58
"160.1972",58,"women",1972,51129.5,160
"59.1972",58,"men",1972,50174,59
"161.1972",59,"women",1972,51116,161
"60.1972",59,"men",1972,50183,60
"162.1972",60,"women",1972,50658.5,162
"61.1972",60,"men",1972,49497.5,61
"163.1972",61,"women",1972,49798,163
"62.1972",61,"men",1972,48548.5,62
"164.1972",62,"women",1972,49910.5,164
"63.1972",62,"men",1972,48120.5,63
"165.1972",63,"women",1972,49492,165
"64.1972",63,"men",1972,46903,64
"166.1972",64,"women",1972,47917.5,166
"65.1972",64,"men",1972,44701,65
"167.1972",65,"women",1972,46411.5,167
"66.1972",65,"men",1972,42725,66
"168.1972",66,"women",1972,44975,168
"67.1972",66,"men",1972,40318.5,67
"169.1972",67,"women",1972,43376,169
"68.1972",67,"men",1972,38264,68
"170.1972",68,"women",1972,41570,170
"69.1972",68,"men",1972,36434.5,69
"171.1972",69,"women",1972,40529.5,171
"70.1972",69,"men",1972,34851,70
"172.1972",70,"women",1972,39509.5,172
"71.1972",70,"men",1972,33424.5,71
"173.1972",71,"women",1972,37835,173
"72.1972",71,"men",1972,31310.5,72
"174.1972",72,"women",1972,35408,174
"73.1972",72,"men",1972,28640.5,73
"175.1972",73,"women",1972,33324,175
"74.1972",73,"men",1972,26643.5,74
"176.1972",74,"women",1972,31413.5,176
"75.1972",74,"men",1972,24844,75
"177.1972",75,"women",1972,29319,177
"76.1972",75,"men",1972,22931,76
"178.1972",76,"women",1972,27589,178
"77.1972",76,"men",1972,21132.5,77
"179.1972",77,"women",1972,25488,179
"78.1972",77,"men",1972,18762.5,78
"180.1972",78,"women",1972,23365.5,180
"79.1972",78,"men",1972,16751.5,79
"181.1972",79,"women",1972,21314,181
"80.1972",79,"men",1972,15012,80
"182.1972",80,"women",1972,19354.5,182
"81.1972",80,"men",1972,13403,81
"183.1972",81,"women",1972,17151,183
"82.1972",81,"men",1972,11761.5,82
"184.1972",82,"women",1972,14924,184
"83.1972",82,"men",1972,10000.5,83
"185.1972",83,"women",1972,13128.5,185
"84.1972",83,"men",1972,8697,84
"186.1972",84,"women",1972,11564.5,186
"85.1972",84,"men",1972,7580,85
"187.1972",85,"women",1972,9895,187
"86.1972",85,"men",1972,6488,86
"188.1972",86,"women",1972,8156.5,188
"87.1972",86,"men",1972,5321.5,87
"189.1972",87,"women",1972,6692,189
"88.1972",87,"men",1972,4304.5,88
"190.1972",88,"women",1972,5328.5,190
"89.1972",88,"men",1972,3275.5,89
"191.1972",89,"women",1972,4041,191
"90.1972",89,"men",1972,2449,90
"192.1972",90,"women",1972,3035,192
"91.1972",90,"men",1972,1830.5,91
"193.1972",91,"women",1972,2339.5,193
"92.1972",91,"men",1972,1377.5,92
"194.1972",92,"women",1972,1769.5,194
"93.1972",92,"men",1972,1020,93
"195.1972",93,"women",1972,1277,195
"94.1972",93,"men",1972,720,94
"196.1972",94,"women",1972,846,196
"95.1972",94,"men",1972,511,95
"197.1972",95,"women",1972,594,197
"96.1972",95,"men",1972,340,96
"198.1972",96,"women",1972,380,198
"97.1972",96,"men",1972,197.5,97
"199.1972",97,"women",1972,241,199
"98.1972",97,"men",1972,122,98
"200.1972",98,"women",1972,159,200
"99.1972",98,"men",1972,74.5,99
"201.1972",99,"women",1972,99,201
"100.1972",99,"men",1972,41,100
"202.1972",100,"women",1972,105.5,202
"101.1972",100,"men",1972,43,101
"102.1973",0,"women",1973,53682,102
"1.1973",0,"men",1973,56761.5,1
"103.1973",1,"women",1973,54651.5,103
"2.1973",1,"men",1973,57656.5,2
"104.1973",2,"women",1973,54157.5,104
"3.1973",2,"men",1973,56910,3
"105.1973",3,"women",1973,52782.5,105
"4.1973",3,"men",1973,55586,4
"106.1973",4,"women",1973,53875,106
"5.1973",4,"men",1973,56804.5,5
"107.1973",5,"women",1973,57268.5,107
"6.1973",5,"men",1973,60340.5,6
"108.1973",6,"women",1973,59361.5,108
"7.1973",6,"men",1973,62822.5,7
"109.1973",7,"women",1973,59755,109
"8.1973",7,"men",1973,63065,8
"110.1973",8,"women",1973,59972,110
"9.1973",8,"men",1973,62976,9
"111.1973",9,"women",1973,57610,111
"10.1973",9,"men",1973,60656.5,10
"112.1973",10,"women",1973,53853.5,112
"11.1973",10,"men",1973,56893,11
"113.1973",11,"women",1973,51920,113
"12.1973",11,"men",1973,54701,12
"114.1973",12,"women",1973,50813.5,114
"13.1973",12,"men",1973,53390.5,13
"115.1973",13,"women",1973,50747,115
"14.1973",13,"men",1973,53552,14
"116.1973",14,"women",1973,51238.5,116
"15.1973",14,"men",1973,54406.5,15
"117.1973",15,"women",1973,51995,117
"16.1973",15,"men",1973,54585,16
"118.1973",16,"women",1973,52567.5,118
"17.1973",16,"men",1973,55448.5,17
"119.1973",17,"women",1973,52722.5,119
"18.1973",17,"men",1973,55735,18
"120.1973",18,"women",1973,52650.5,120
"19.1973",18,"men",1973,54918.5,19
"121.1973",19,"women",1973,53556.5,121
"20.1973",19,"men",1973,55777.5,20
"122.1973",20,"women",1973,55132,122
"21.1973",20,"men",1973,57107,21
"123.1973",21,"women",1973,55811.5,123
"22.1973",21,"men",1973,57613.5,22
"124.1973",22,"women",1973,57484,124
"23.1973",22,"men",1973,59548,23
"125.1973",23,"women",1973,60625.5,125
"24.1973",23,"men",1973,62963.5,24
"126.1973",24,"women",1973,63848.5,126
"25.1973",24,"men",1973,66261,25
"127.1973",25,"women",1973,65574.5,127
"26.1973",25,"men",1973,68630.5,26
"128.1973",26,"women",1973,66611,128
"27.1973",26,"men",1973,70336.5,27
"129.1973",27,"women",1973,66927,129
"28.1973",27,"men",1973,71233.5,28
"130.1973",28,"women",1973,66226,130
"29.1973",28,"men",1973,71051.5,29
"131.1973",29,"women",1973,63934.5,131
"30.1973",29,"men",1973,68739.5,30
"132.1973",30,"women",1973,59364,132
"31.1973",30,"men",1973,63962.5,31
"133.1973",31,"women",1973,53656.5,133
"32.1973",31,"men",1973,58048,32
"134.1973",32,"women",1973,49400,134
"33.1973",32,"men",1973,53286.5,33
"135.1973",33,"women",1973,48737,135
"34.1973",33,"men",1973,52207.5,34
"136.1973",34,"women",1973,48401.5,136
"35.1973",34,"men",1973,51277.5,35
"137.1973",35,"women",1973,46546,137
"36.1973",35,"men",1973,49111.5,36
"138.1973",36,"women",1973,45235.5,138
"37.1973",36,"men",1973,47335,37
"139.1973",37,"women",1973,43946.5,139
"38.1973",37,"men",1973,45947.5,38
"140.1973",38,"women",1973,42889.5,140
"39.1973",38,"men",1973,44656,39
"141.1973",39,"women",1973,42527,141
"40.1973",39,"men",1973,43804,40
"142.1973",40,"women",1973,43430.5,142
"41.1973",40,"men",1973,44344.5,41
"143.1973",41,"women",1973,44806,143
"42.1973",41,"men",1973,45253,42
"144.1973",42,"women",1973,45588,144
"43.1973",42,"men",1973,45876.5,43
"145.1973",43,"women",1973,45836,145
"44.1973",43,"men",1973,46004,44
"146.1973",44,"women",1973,46384,146
"45.1973",44,"men",1973,46442,45
"147.1973",45,"women",1973,46948.5,147
"46.1973",45,"men",1973,47036,46
"148.1973",46,"women",1973,47310.5,148
"47.1973",46,"men",1973,47417.5,47
"149.1973",47,"women",1973,48868,149
"48.1973",47,"men",1973,48986,48
"150.1973",48,"women",1973,50172.5,150
"49.1973",48,"men",1973,50183,49
"151.1973",49,"women",1973,51136.5,151
"50.1973",49,"men",1973,51154,50
"152.1973",50,"women",1973,52067,152
"51.1973",50,"men",1973,52064,51
"153.1973",51,"women",1973,54433.5,153
"52.1973",51,"men",1973,54184.5,52
"154.1973",52,"women",1973,58070.5,154
"53.1973",52,"men",1973,57975.5,53
"155.1973",53,"women",1973,54399,155
"54.1973",53,"men",1973,54431.5,54
"156.1973",54,"women",1973,49117.5,156
"55.1973",54,"men",1973,48984.5,55
"157.1973",55,"women",1973,49658,157
"56.1973",55,"men",1973,49081,56
"158.1973",56,"women",1973,49643.5,158
"57.1973",56,"men",1973,49071,57
"159.1973",57,"women",1973,49243.5,159
"58.1973",57,"men",1973,48454.5,58
"160.1973",58,"women",1973,50086.5,160
"59.1973",58,"men",1973,48862,59
"161.1973",59,"women",1973,50781,161
"60.1973",59,"men",1973,49541,60
"162.1973",60,"women",1973,50771.5,162
"61.1973",60,"men",1973,49492,61
"163.1973",61,"women",1973,50254,163
"62.1973",61,"men",1973,48759.5,62
"164.1973",62,"women",1973,49346,164
"63.1973",62,"men",1973,47725.5,63
"165.1973",63,"women",1973,49391.5,165
"64.1973",63,"men",1973,47225,64
"166.1973",64,"women",1973,48969,166
"65.1973",64,"men",1973,45878,65
"167.1973",65,"women",1973,47364,167
"66.1973",65,"men",1973,43695.5,66
"168.1973",66,"women",1973,45777.5,168
"67.1973",66,"men",1973,41617.5,67
"169.1973",67,"women",1973,44317.5,169
"68.1973",67,"men",1973,39188.5,68
"170.1973",68,"women",1973,42637,170
"69.1973",68,"men",1973,37035,69
"171.1973",69,"women",1973,40823.5,171
"70.1973",69,"men",1973,35219.5,70
"172.1973",70,"women",1973,39680.5,172
"71.1973",70,"men",1973,33507.5,71
"173.1973",71,"women",1973,38612,173
"72.1973",71,"men",1973,32066.5,72
"174.1973",72,"women",1973,36772.5,174
"73.1973",72,"men",1973,29867,73
"175.1973",73,"women",1973,34400.5,175
"74.1973",73,"men",1973,27206.5,74
"176.1973",74,"women",1973,32160.5,176
"75.1973",74,"men",1973,25147.5,75
"177.1973",75,"women",1973,30194.5,177
"76.1973",75,"men",1973,23292.5,76
"178.1973",76,"women",1973,28044.5,178
"77.1973",76,"men",1973,21387,77
"179.1973",77,"women",1973,26193.5,179
"78.1973",77,"men",1973,19552.5,78
"180.1973",78,"women",1973,24069.5,180
"79.1973",78,"men",1973,17232,79
"181.1973",79,"women",1973,21965.5,181
"80.1973",79,"men",1973,15281,80
"182.1973",80,"women",1973,19870.5,182
"81.1973",80,"men",1973,13568.5,81
"183.1973",81,"women",1973,17868,183
"82.1973",81,"men",1973,11987.5,82
"184.1973",82,"women",1973,15744.5,184
"83.1973",82,"men",1973,10391,83
"185.1973",83,"women",1973,13532,185
"84.1973",83,"men",1973,8761.5,84
"186.1973",84,"women",1973,11727,186
"85.1973",84,"men",1973,7491.5,85
"187.1973",85,"women",1973,10174,187
"86.1973",85,"men",1973,6435,86
"188.1973",86,"women",1973,8582,188
"87.1973",86,"men",1973,5446.5,87
"189.1973",87,"women",1973,6958,189
"88.1973",87,"men",1973,4425.5,88
"190.1973",88,"women",1973,5667,190
"89.1973",88,"men",1973,3471,89
"191.1973",89,"women",1973,4429.5,191
"90.1973",89,"men",1973,2628.5,90
"192.1973",90,"women",1973,3289.5,192
"91.1973",90,"men",1973,1916.5,91
"193.1973",91,"women",1973,2434,193
"92.1973",91,"men",1973,1409,92
"194.1973",92,"women",1973,1825,194
"93.1973",92,"men",1973,1025.5,93
"195.1973",93,"women",1973,1359.5,195
"94.1973",93,"men",1973,747.5,94
"196.1973",94,"women",1973,953,196
"95.1973",94,"men",1973,517.5,95
"197.1973",95,"women",1973,604.5,197
"96.1973",95,"men",1973,346,96
"198.1973",96,"women",1973,413.5,198
"97.1973",96,"men",1973,222,97
"199.1973",97,"women",1973,254,199
"98.1973",97,"men",1973,131.5,98
"200.1973",98,"women",1973,167,200
"99.1973",98,"men",1973,79.5,99
"201.1973",99,"women",1973,104.5,201
"100.1973",99,"men",1973,43.5,100
"202.1973",100,"women",1973,118,202
"101.1973",100,"men",1973,46,101
"102.1974",0,"women",1974,52998,102
"1.1974",0,"men",1974,55981.5,1
"103.1974",1,"women",1974,53796,103
"2.1974",1,"men",1974,56609.5,2
"104.1974",2,"women",1974,54714,104
"3.1974",2,"men",1974,57669,3
"105.1974",3,"women",1974,54159.5,105
"4.1974",3,"men",1974,56889,4
"106.1974",4,"women",1974,52728.5,106
"5.1974",4,"men",1974,55549.5,5
"107.1974",5,"women",1974,53809,107
"6.1974",5,"men",1974,56739.5,6
"108.1974",6,"women",1974,57167.5,108
"7.1974",6,"men",1974,60237,7
"109.1974",7,"women",1974,59249.5,109
"8.1974",7,"men",1974,62652,8
"110.1974",8,"women",1974,59685,110
"9.1974",8,"men",1974,63005.5,9
"111.1974",9,"women",1974,59942.5,111
"10.1974",9,"men",1974,62894,10
"112.1974",10,"women",1974,57586.5,112
"11.1974",10,"men",1974,60617.5,11
"113.1974",11,"women",1974,53817.5,113
"12.1974",11,"men",1974,56881,12
"114.1974",12,"women",1974,51926.5,114
"13.1974",12,"men",1974,54691,13
"115.1974",13,"women",1974,50809.5,115
"14.1974",13,"men",1974,53388,14
"116.1974",14,"women",1974,50748,116
"15.1974",14,"men",1974,53550,15
"117.1974",15,"women",1974,51257.5,117
"16.1974",15,"men",1974,54396,16
"118.1974",16,"women",1974,52090.5,118
"17.1974",16,"men",1974,54576.5,17
"119.1974",17,"women",1974,52716,119
"18.1974",17,"men",1974,55496,18
"120.1974",18,"women",1974,52934,120
"19.1974",18,"men",1974,55882,19
"121.1974",19,"women",1974,52918,121
"20.1974",19,"men",1974,55091.5,20
"122.1974",20,"women",1974,53839.5,122
"21.1974",20,"men",1974,55843,21
"123.1974",21,"women",1974,55350,123
"22.1974",21,"men",1974,57405,22
"124.1974",22,"women",1974,55934,124
"23.1974",22,"men",1974,57793.5,23
"125.1974",23,"women",1974,57469,125
"24.1974",23,"men",1974,59691,24
"126.1974",24,"women",1974,60639,126
"25.1974",24,"men",1974,63013,25
"127.1974",25,"women",1974,63759.5,127
"26.1974",25,"men",1974,66235,26
"128.1974",26,"women",1974,65519,128
"27.1974",26,"men",1974,68509.5,27
"129.1974",27,"women",1974,66418,129
"28.1974",27,"men",1974,70098.5,28
"130.1974",28,"women",1974,66742.5,130
"29.1974",28,"men",1974,71025,29
"131.1974",29,"women",1974,66060.5,131
"30.1974",29,"men",1974,70893.5,30
"132.1974",30,"women",1974,63771.5,132
"31.1974",30,"men",1974,68461.5,31
"133.1974",31,"women",1974,59249,133
"32.1974",31,"men",1974,63723.5,32
"134.1974",32,"women",1974,53565,134
"33.1974",32,"men",1974,57764,33
"135.1974",33,"women",1974,49280,135
"34.1974",33,"men",1974,53017,34
"136.1974",34,"women",1974,48606,136
"35.1974",34,"men",1974,51932,35
"137.1974",35,"women",1974,48336,137
"36.1974",35,"men",1974,51046,36
"138.1974",36,"women",1974,46464.5,138
"37.1974",36,"men",1974,48921,37
"139.1974",37,"women",1974,45163,139
"38.1974",37,"men",1974,47126.5,38
"140.1974",38,"women",1974,43870.5,140
"39.1974",38,"men",1974,45749.5,39
"141.1974",39,"women",1974,42814,141
"40.1974",39,"men",1974,44490.5,40
"142.1974",40,"women",1974,42471.5,142
"41.1974",40,"men",1974,43624,41
"143.1974",41,"women",1974,43377,143
"42.1974",41,"men",1974,44157.5,42
"144.1974",42,"women",1974,44712,144
"43.1974",42,"men",1974,45060.5,43
"145.1974",43,"women",1974,45516.5,145
"44.1974",43,"men",1974,45684.5,44
"146.1974",44,"women",1974,45745,146
"45.1974",44,"men",1974,45790,45
"147.1974",45,"women",1974,46293.5,147
"46.1974",45,"men",1974,46242,46
"148.1974",46,"women",1974,46857.5,148
"47.1974",46,"men",1974,46828,47
"149.1974",47,"women",1974,47197.5,149
"48.1974",47,"men",1974,47176.5,48
"150.1974",48,"women",1974,48748.5,150
"49.1974",48,"men",1974,48736,49
"151.1974",49,"women",1974,50037,151
"50.1974",49,"men",1974,49893.5,50
"152.1974",50,"women",1974,50974,152
"51.1974",50,"men",1974,50872.5,51
"153.1974",51,"women",1974,51894,153
"52.1974",51,"men",1974,51705,52
"154.1974",52,"women",1974,54245.5,154
"53.1974",52,"men",1974,53830.5,53
"155.1974",53,"women",1974,57830.5,155
"54.1974",53,"men",1974,57549,54
"156.1974",54,"women",1974,54154.5,156
"55.1974",54,"men",1974,53983.5,55
"157.1974",55,"women",1974,48893,157
"56.1974",55,"men",1974,48562.5,56
"158.1974",56,"women",1974,49397,158
"57.1974",56,"men",1974,48620,57
"159.1974",57,"women",1974,49375,159
"58.1974",57,"men",1974,48581.5,58
"160.1974",58,"women",1974,48931.5,160
"59.1974",58,"men",1974,47913.5,59
"161.1974",59,"women",1974,49778,161
"60.1974",59,"men",1974,48239.5,60
"162.1974",60,"women",1974,50452.5,162
"61.1974",60,"men",1974,48874,61
"163.1974",61,"women",1974,50372,163
"62.1974",61,"men",1974,48734,62
"164.1974",62,"women",1974,49859,164
"63.1974",62,"men",1974,47952,63
"165.1974",63,"women",1974,48874,165
"64.1974",63,"men",1974,46843,64
"166.1974",64,"women",1974,48878.5,166
"65.1974",64,"men",1974,46240.5,65
"167.1974",65,"women",1974,48394,167
"66.1974",65,"men",1974,44800,66
"168.1974",66,"women",1974,46735.5,168
"67.1974",66,"men",1974,42571,67
"169.1974",67,"women",1974,45129.5,169
"68.1974",67,"men",1974,40513,68
"170.1974",68,"women",1974,43596,170
"69.1974",68,"men",1974,37957,69
"171.1974",69,"women",1974,41866.5,171
"70.1974",69,"men",1974,35788.5,70
"172.1974",70,"women",1974,39999.5,172
"71.1974",70,"men",1974,33902.5,71
"173.1974",71,"women",1974,38796.5,173
"72.1974",71,"men",1974,32174,72
"174.1974",72,"women",1974,37594.5,174
"73.1974",72,"men",1974,30625.5,73
"175.1974",73,"women",1974,35735.5,175
"74.1974",73,"men",1974,28396.5,74
"176.1974",74,"women",1974,33246,176
"75.1974",74,"men",1974,25712.5,75
"177.1974",75,"women",1974,30976.5,177
"76.1974",75,"men",1974,23636.5,76
"178.1974",76,"women",1974,28921,178
"77.1974",76,"men",1974,21735,77
"179.1974",77,"women",1974,26705,179
"78.1974",77,"men",1974,19770,78
"180.1974",78,"women",1974,24803,180
"79.1974",78,"men",1974,17986.5,79
"181.1974",79,"women",1974,22670.5,181
"80.1974",79,"men",1974,15718.5,80
"182.1974",80,"women",1974,20529.5,182
"81.1974",80,"men",1974,13808.5,81
"183.1974",81,"women",1974,18399.5,183
"82.1974",81,"men",1974,12146,82
"184.1974",82,"women",1974,16400.5,184
"83.1974",82,"men",1974,10590,83
"185.1974",83,"women",1974,14287,185
"84.1974",83,"men",1974,9121.5,84
"186.1974",84,"women",1974,12163.5,186
"85.1974",84,"men",1974,7576.5,85
"187.1974",85,"women",1974,10364,187
"86.1974",85,"men",1974,6354,86
"188.1974",86,"women",1974,8843,188
"87.1974",86,"men",1974,5391.5,87
"189.1974",87,"women",1974,7375.5,189
"88.1974",87,"men",1974,4518,88
"190.1974",88,"women",1974,5911.5,190
"89.1974",88,"men",1974,3568,89
"191.1974",89,"women",1974,4722.5,191
"90.1974",89,"men",1974,2778,90
"192.1974",90,"women",1974,3643,192
"91.1974",90,"men",1974,2052,91
"193.1974",91,"women",1974,2642.5,193
"92.1974",91,"men",1974,1483,92
"194.1974",92,"women",1974,1910,194
"93.1974",92,"men",1974,1048.5,93
"195.1974",93,"women",1974,1387.5,195
"94.1974",93,"men",1974,744,94
"196.1974",94,"women",1974,1038,196
"95.1974",94,"men",1974,539.5,95
"197.1974",95,"women",1974,695.5,197
"96.1974",95,"men",1974,361,96
"198.1974",96,"women",1974,442,198
"97.1974",96,"men",1974,236,97
"199.1974",97,"women",1974,284,199
"98.1974",97,"men",1974,148.5,98
"200.1974",98,"women",1974,168,200
"99.1974",98,"men",1974,87,99
"201.1974",99,"women",1974,110,201
"100.1974",99,"men",1974,45,100
"202.1974",100,"women",1974,137.5,202
"101.1974",100,"men",1974,55,101
"102.1975",0,"women",1975,51700,102
"1.1975",0,"men",1975,54502,1
"103.1975",1,"women",1975,53584.5,103
"2.1975",1,"men",1975,56315.5,2
"104.1975",2,"women",1975,54026,104
"3.1975",2,"men",1975,56817,3
"105.1975",3,"women",1975,54866.5,105
"4.1975",3,"men",1975,57818,4
"106.1975",4,"women",1975,54239,106
"5.1975",4,"men",1975,56999,5
"107.1975",5,"women",1975,52817,107
"6.1975",5,"men",1975,55632,6
"108.1975",6,"women",1975,53840.5,108
"7.1975",6,"men",1975,56749.5,7
"109.1975",7,"women",1975,57190.5,109
"8.1975",7,"men",1975,60222,8
"110.1975",8,"women",1975,59282.5,110
"9.1975",8,"men",1975,62693,9
"111.1975",9,"women",1975,59757.5,111
"10.1975",9,"men",1975,63039,10
"112.1975",10,"women",1975,60019.5,112
"11.1975",10,"men",1975,62950.5,11
"113.1975",11,"women",1975,57644.5,113
"12.1975",11,"men",1975,60670.5,12
"114.1975",12,"women",1975,53899.5,114
"13.1975",12,"men",1975,56943,13
"115.1975",13,"women",1975,51988,115
"14.1975",13,"men",1975,54756.5,14
"116.1975",14,"women",1975,50857.5,116
"15.1975",14,"men",1975,53446.5,15
"117.1975",15,"women",1975,50808.5,117
"16.1975",15,"men",1975,53588.5,16
"118.1975",16,"women",1975,51405.5,118
"17.1975",16,"men",1975,54453,17
"119.1975",17,"women",1975,52303.5,119
"18.1975",17,"men",1975,54680.5,18
"120.1975",18,"women",1975,52997.5,120
"19.1975",18,"men",1975,55725.5,19
"121.1975",19,"women",1975,53349.5,121
"20.1975",19,"men",1975,56219,20
"122.1975",20,"women",1975,53361,122
"21.1975",20,"men",1975,55359.5,21
"123.1975",21,"women",1975,54201.5,123
"22.1975",21,"men",1975,56322,22
"124.1975",22,"women",1975,55667,124
"23.1975",22,"men",1975,57854.5,23
"125.1975",23,"women",1975,56120,125
"24.1975",23,"men",1975,58233.5,24
"126.1975",24,"women",1975,57706.5,126
"25.1975",24,"men",1975,60056.5,25
"127.1975",25,"women",1975,60760.5,127
"26.1975",25,"men",1975,63310.5,26
